epoch,train_loss,val_loss,val_acc_top1,val_acc_top5,lr,epoch_time_s
99,1.184244,0.930145,83.8200,99.1200,0.00078528,103.6
100,1.219985,0.922090,84.3800,99.3200,0.00078081,103.3
101,1.200542,0.951106,84.6200,99.3400,0.00077632,104.3
102,1.201123,0.911958,84.8400,99.4000,0.00077179,105.2
103,1.229852,0.896277,85.5200,99.3200,0.00076723,104.1
104,1.176233,0.917198,84.3400,99.3400,0.00076264,103.6
105,1.229618,0.911053,86.3000,99.4400,0.00075802,103.9
106,1.158654,0.909779,85.5000,99.2800,0.00075337,103.2
107,1.166310,0.914013,85.5600,99.4400,0.00074869,104.2
108,1.249852,0.890914,85.7800,99.4000,0.00074398,103.1
109,1.178111,0.900579,84.7200,99.4600,0.00073924,103.5
110,1.184694,0.910458,86.0000,99.4600,0.00073447,104.3
111,1.210098,0.907971,85.4000,99.2800,0.00072968,101.2
112,1.161364,0.891667,86.0800,99.4800,0.00072485,95.7
113,1.219003,0.885818,86.5600,99.3600,0.00072001,95.7
114,1.117981,0.912987,86.6600,99.3400,0.00071513,95.1
115,1.187517,0.879963,86.8200,99.4400,0.00071023,96.3
116,1.165736,0.891767,86.8000,99.4000,0.00070531,95.6
117,1.190132,0.891807,86.0400,99.5200,0.00070036,95.4
118,1.142408,0.889950,86.0600,99.5000,0.00069539,96.1
119,1.159197,0.888975,86.5400,99.4600,0.00069040,95.6
120,1.166963,0.906814,85.9000,99.2200,0.00068538,96.0
121,1.092039,0.893696,86.2000,99.5400,0.00068035,95.8
122,1.128756,0.869605,87.5200,99.4200,0.00067529,95.6
123,1.160706,0.858922,87.8800,99.5200,0.00067021,94.8
124,1.168664,0.867094,87.4800,99.6000,0.00066511,95.5
125,1.095786,0.877403,87.4800,99.6600,0.00065999,95.3
126,1.181909,0.880742,86.5200,99.3200,0.00065485,95.4
127,1.108935,0.929128,87.1600,99.4600,0.00064970,95.6
128,1.124463,0.888104,87.7400,99.6600,0.00064453,95.4
129,1.184717,0.867686,88.1000,99.5600,0.00063934,95.1
130,1.141050,0.876774,87.3200,99.4800,0.00063413,95.3
131,1.142551,0.889252,86.7600,99.4800,0.00062891,96.2
132,1.128314,0.869426,87.7000,99.6200,0.00062367,95.5
133,1.091587,0.851871,87.8200,99.5600,0.00061842,95.6
134,1.167979,0.865958,88.0600,99.5000,0.00061316,95.1
135,1.141067,0.845367,88.4600,99.6200,0.00060788,95.0
136,1.173094,0.859044,88.0200,99.6400,0.00060259,94.9
137,1.088021,0.845858,88.2400,99.6000,0.00059728,89.2
138,1.148612,0.870650,86.9800,99.3600,0.00059197,89.3
139,1.113192,0.861516,88.5000,99.6400,0.00058665,89.5
140,1.145252,0.870790,87.5200,99.5200,0.00058131,89.1
141,1.065204,0.867552,87.7600,99.6400,0.00057597,89.7
142,1.093847,0.857422,88.5000,99.5600,0.00057061,89.5
143,1.146040,0.862669,89.0800,99.6600,0.00056525,89.8
144,1.065974,0.840048,89.3000,99.6400,0.00055988,89.7
145,1.136745,0.839089,88.7200,99.5800,0.00055451,89.1
146,1.071101,0.846820,89.2200,99.4800,0.00054912,89.3
147,1.081735,0.849583,88.6200,99.6400,0.00054373,89.1
148,1.094625,0.824676,89.2800,99.5200,0.00053834,89.6
149,1.074006,0.846118,88.9600,99.8000,0.00053294,90.3
150,1.159705,0.846657,88.6800,99.6400,0.00052754,89.0
151,1.088326,0.833287,88.5200,99.5600,0.00052214,89.3
152,1.139117,0.854222,88.3800,99.6000,0.00051673,88.7
153,1.077467,0.833784,89.7400,99.6600,0.00051132,89.6
154,1.093465,0.849552,89.3200,99.4600,0.00050591,89.3
155,1.111245,0.852548,89.0400,99.4000,0.00050050,89.2
156,1.064956,0.865280,88.1800,99.6200,0.00049509,89.1
157,1.051703,0.857963,89.1200,99.6400,0.00048968,89.4
158,1.108966,0.841539,89.2400,99.4800,0.00048427,89.2
159,1.070756,0.832792,89.6400,99.7400,0.00047886,89.6
160,1.036059,0.830863,89.9000,99.6800,0.00047346,89.0
161,1.044752,0.840129,89.2000,99.6800,0.00046806,89.2
162,1.047981,0.812040,89.4400,99.6000,0.00046266,90.1
163,1.146397,0.820410,90.6200,99.7200,0.00045727,88.9
164,0.967475,0.831855,89.7600,99.7000,0.00045188,89.1
165,1.060078,0.841854,89.6400,99.7200,0.00044649,89.6
166,1.048067,0.824198,89.7200,99.6400,0.00044112,89.5
167,1.049076,0.851057,90.0000,99.6400,0.00043575,89.8
168,1.006409,0.832003,90.3800,99.7000,0.00043039,89.9
169,1.031526,0.821848,90.2600,99.6800,0.00042503,89.1
170,1.040401,0.852877,89.8200,99.7600,0.00041969,89.9
171,1.058076,0.819096,90.1000,99.6400,0.00041435,89.5
172,1.059234,0.848712,89.7800,99.6200,0.00040903,89.5
173,1.062708,0.833118,90.3600,99.7800,0.00040372,89.5
174,1.030450,0.841379,89.7800,99.6000,0.00039841,89.2
175,1.005546,0.811517,90.4400,99.7000,0.00039312,90.3
176,0.990315,0.811329,90.0200,99.6600,0.00038784,88.8
177,1.043442,0.820302,89.9400,99.6200,0.00038258,77.2
178,1.019684,0.828143,90.6000,99.7600,0.00037733,76.0
179,1.057983,0.818484,90.9200,99.6800,0.00037209,75.4
180,1.005174,0.848373,90.6600,99.6800,0.00036687,75.5
181,0.973468,0.819164,90.1800,99.6200,0.00036166,75.8
182,1.012324,0.839438,90.6200,99.5800,0.00035647,75.5
183,1.040475,0.819098,90.6600,99.6400,0.00035130,76.5
184,1.012963,0.820049,90.5800,99.6000,0.00034615,75.3
185,1.045285,0.825729,90.4800,99.6400,0.00034101,75.9
186,1.088677,0.813476,90.7600,99.6400,0.00033589,75.6
187,0.983289,0.807281,90.9200,99.6600,0.00033079,75.3
188,0.960033,0.829975,90.6800,99.7200,0.00032571,75.7
189,1.045480,0.818055,91.3000,99.5800,0.00032065,61.5
190,0.997440,0.810692,90.8000,99.6600,0.00031562,61.3
191,0.957157,0.841996,90.6600,99.6400,0.00031060,60.9
192,0.966486,0.821928,90.8400,99.7400,0.00030561,61.1
193,1.058273,0.812008,91.0400,99.8000,0.00030064,61.0
194,1.021720,0.811175,90.9600,99.7600,0.00029569,61.1
195,0.969833,0.820670,91.4400,99.7800,0.00029077,61.0
196,1.009469,0.811036,91.3800,99.7400,0.00028587,61.2
197,1.013349,0.805780,91.2800,99.6800,0.00028099,60.9
198,1.039557,0.812939,91.1600,99.6400,0.00027615,61.1
199,0.969397,0.807223,91.4800,99.7200,0.00027132,61.1
200,0.998419,0.801343,91.8600,99.6800,0.00026653,61.1
201,0.958592,0.820118,91.3800,99.6000,0.00026176,61.1
202,0.965998,0.821238,91.4200,99.6600,0.00025702,61.1
203,0.929334,0.847074,91.5000,99.7400,0.00025231,61.4
204,1.072825,0.802461,91.3200,99.6400,0.00024763,61.2
205,0.944340,0.823124,91.4200,99.7200,0.00024298,61.4
206,0.998766,0.810956,91.6400,99.6800,0.00023836,61.2
207,0.990210,0.800182,91.7600,99.7400,0.00023377,61.1
208,1.006841,0.790931,91.1800,99.6000,0.00022921,61.2
209,0.931122,0.808475,91.6000,99.8800,0.00022468,61.1
210,0.966682,0.795202,91.6400,99.7600,0.00022019,61.1
211,1.013761,0.787824,91.9400,99.8200,0.00021572,61.1
212,1.010729,0.807677,91.7600,99.7800,0.00021130,61.3
213,0.932917,0.796912,92.1200,99.7400,0.00020690,61.1
214,0.996497,0.793058,92.4200,99.8600,0.00020254,61.3
215,0.971936,0.793240,92.2800,99.7800,0.00019822,61.0
216,0.922842,0.810399,91.9200,99.8200,0.00019393,61.1
217,0.991244,0.813993,91.6600,99.7200,0.00018967,61.2
218,0.975041,0.786380,92.1000,99.7000,0.00018545,61.8
219,0.946161,0.805215,92.0800,99.7600,0.00018127,62.6
220,0.933160,0.809752,92.1400,99.7800,0.00017713,60.9
221,0.952680,0.793201,91.7000,99.6800,0.00017303,61.2
222,0.921933,0.799017,92.2200,99.7400,0.00016896,61.2
223,0.918568,0.806710,91.9200,99.6600,0.00016493,61.1
224,1.011813,0.797492,92.3600,99.7400,0.00016094,61.0
225,0.931498,0.805596,91.9600,99.7200,0.00015699,61.1
226,0.865390,0.793170,92.1800,99.7200,0.00015309,61.0
227,0.981859,0.804004,92.4000,99.7200,0.00014922,61.0
228,0.906098,0.797252,92.3800,99.7000,0.00014539,61.1
229,0.922099,0.802068,92.4800,99.8200,0.00014161,61.2
230,0.926530,0.801118,92.4800,99.7400,0.00013787,61.5
231,0.897445,0.822997,92.8000,99.6200,0.00013417,61.1
232,0.925156,0.809482,92.3600,99.7400,0.00013051,61.1
233,0.961704,0.802752,92.6600,99.7600,0.00012690,61.0
234,0.950343,0.802107,92.2800,99.5800,0.00012333,61.3
235,0.881201,0.817104,92.5000,99.6000,0.00011980,61.0
236,0.924714,0.806029,92.6000,99.7200,0.00011632,61.1
237,0.897234,0.812735,92.5600,99.6600,0.00011288,61.2
238,0.906882,0.819960,92.8000,99.6800,0.00010949,61.0
239,0.856777,0.810928,92.4200,99.5800,0.00010615,61.1
240,0.875168,0.807412,92.6600,99.6000,0.00010285,61.0
241,0.923916,0.818300,92.7600,99.7200,0.00009960,61.5
242,0.909094,0.813713,92.8000,99.6800,0.00009640,60.9
243,0.862204,0.818670,92.3200,99.7000,0.00009324,61.0
